Airfoil,Re,Alpha,CL,CD,CDp,CM,Xtr_top,Xtr_bottom
s1223,75706.175113043,-18.0,-0.3689,0.23297,0.22235,-0.0157,1.0,0.1034
s1223,75706.175113043,-17.0,-0.3459,0.22687,0.21641,-0.0196,1.0,0.1102
s1223,75706.175113043,-16.0,-0.3161,0.21417,0.20391,-0.0217,1.0,0.1153
s1223,75706.175113043,-15.0,-0.292,0.20575,0.19569,-0.0239,1.0,0.1244
s1223,75706.175113043,-14.0,-0.2683,0.19564,0.18583,-0.0254,1.0,0.1301
s1223,75706.175113043,-13.0,-0.249,0.188,0.17844,-0.0264,1.0,0.1411
s1223,75706.175113043,-12.0,-0.2249,0.17668,0.1674,-0.0262,1.0,0.1497
s1223,75706.175113043,-10.0,-0.2025,0.16293,0.15435,-0.0246,1.0,0.1755
s1223,75706.175113043,-9.0,-0.185,0.15229,0.14409,-0.0219,1.0,0.1896
s1223,75706.175113043,-8.0,-0.1822,0.14513,0.13739,-0.0186,1.0,0.2023
s1223,75706.175113043,-5.0,-0.2472,0.13406,0.12812,0.0005,1.0,0.2456
s1223,75706.175113043,-4.0,-0.3267,0.14024,0.13491,0.0078,1.0,0.2551
s1223,75706.175113043,4.0,-0.2547,0.08896,0.08529,0.0315,0.9585,0.8389
s1223,75706.175113043,16.0,1.3542,0.25903,0.25029,-0.2676,0.4523,1.0
s1223,75706.175113043,17.0,1.3847,0.26961,0.26119,-0.2744,0.4207,1.0
s1223,75706.175113043,18.0,1.4346,0.28974,0.2817,-0.2796,0.3911,1.0
s1223,75706.175113043,19.0,1.4521,0.29357,0.2858,-0.2886,0.3656,1.0
s1223,75706.175113043,20.0,1.4865,0.30619,0.29878,-0.2958,0.3418,1.0
s1223,75706.175113043,21.0,1.5224,0.32124,0.31421,-0.3029,0.3217,1.0
s1223,75706.175113043,23.0,1.5807,0.34593,0.33959,-0.3196,0.2866,1.0
s1223,75706.175113043,24.0,1.6023,0.35211,0.3461,-0.3296,0.2696,1.0
s1223,75706.175113043,25.0,1.6262,0.36027,0.35461,-0.3393,0.2512,1.0
s1223,75706.175113043,26.0,1.6521,0.37061,0.36531,-0.3482,0.2327,1.0
s1223,75706.175113043,27.0,1.68,0.38397,0.37905,-0.3564,0.2149,1.0
s1223,75706.175113043,28.0,1.7059,0.39896,0.39435,-0.3648,0.1989,1.0
s1223,75706.175113043,29.0,1.7229,0.40196,0.39761,-0.3763,0.1834,1.0
s1223,75706.175113043,30.0,1.7424,0.40839,0.4043,-0.3868,0.1669,1.0
s1223,77478.56282048028,-21.0,-0.4557,0.26251,0.25151,-0.0036,1.0,0.0872
s1223,77478.56282048028,-20.0,-0.4261,0.25276,0.24185,-0.008,1.0,0.0931
s1223,77478.56282048028,-18.0,-0.3689,0.23297,0.22235,-0.0157,1.0,0.1034
s1223,77478.56282048028,-17.0,-0.3459,0.22687,0.21641,-0.0196,1.0,0.1102
s1223,77478.56282048028,-16.0,-0.3161,0.21417,0.20391,-0.0217,1.0,0.1153
s1223,77478.56282048028,-15.0,-0.292,0.20575,0.19569,-0.0239,1.0,0.1244
s1223,77478.56282048028,-14.0,-0.2683,0.19564,0.18583,-0.0254,1.0,0.1301
s1223,77478.56282048028,-13.0,-0.249,0.188,0.17844,-0.0264,1.0,0.1411
s1223,77478.56282048028,-12.0,-0.2249,0.17668,0.1674,-0.0262,1.0,0.1497
s1223,77478.56282048028,-10.0,-0.2025,0.16293,0.15435,-0.0246,1.0,0.1755
s1223,77478.56282048028,-9.0,-0.185,0.15229,0.14409,-0.0219,1.0,0.1896
s1223,77478.56282048028,-8.0,-0.1822,0.14513,0.13739,-0.0186,1.0,0.2023
s1223,77478.56282048028,-5.0,-0.2472,0.13406,0.12812,0.0005,1.0,0.2456
s1223,77478.56282048028,-4.0,-0.3267,0.14024,0.13491,0.0078,1.0,0.2551
s1223,77478.56282048028,4.0,-0.2547,0.08896,0.08529,0.0315,0.9585,0.8389
s1223,77478.56282048028,16.0,1.3542,0.25903,0.25029,-0.2676,0.4523,1.0
s1223,77478.56282048028,17.0,1.3847,0.26961,0.26119,-0.2744,0.4207,1.0
s1223,77478.56282048028,18.0,1.4346,0.28974,0.2817,-0.2796,0.3911,1.0
s1223,77478.56282048028,19.0,1.4521,0.29357,0.2858,-0.2886,0.3656,1.0
s1223,77478.56282048028,20.0,1.4865,0.30619,0.29878,-0.2958,0.3418,1.0
s1223,77478.56282048028,21.0,1.5224,0.32124,0.31421,-0.3029,0.3217,1.0
s1223,77478.56282048028,23.0,1.5807,0.34593,0.33959,-0.3196,0.2866,1.0
s1223,77478.56282048028,24.0,1.6023,0.35211,0.3461,-0.3296,0.2696,1.0
s1223,77478.56282048028,25.0,1.6262,0.36027,0.35461,-0.3393,0.2512,1.0
s1223,77478.56282048028,26.0,1.6521,0.37061,0.36531,-0.3482,0.2327,1.0
s1223,77478.56282048028,27.0,1.68,0.38397,0.37905,-0.3564,0.2149,1.0
s1223,77478.56282048028,28.0,1.7059,0.39896,0.39435,-0.3648,0.1989,1.0
s1223,77478.56282048028,29.0,1.7229,0.40196,0.39761,-0.3763,0.1834,1.0
s1223,77478.56282048028,30.0,1.7424,0.40839,0.4043,-0.3868,0.1669,1.0
s1223,79292.44460922312,-21.0,-0.4557,0.26251,0.25151,-0.0036,1.0,0.0872
s1223,79292.44460922312,-20.0,-0.4261,0.25276,0.24185,-0.008,1.0,0.0931
s1223,79292.44460922312,-18.0,-0.3689,0.23297,0.22235,-0.0157,1.0,0.1034
s1223,79292.44460922312,-17.0,-0.3459,0.22687,0.21641,-0.0196,1.0,0.1102
s1223,79292.44460922312,-16.0,-0.3161,0.21417,0.20391,-0.0217,1.0,0.1153
s1223,79292.44460922312,-15.0,-0.292,0.20575,0.19569,-0.0239,1.0,0.1244
s1223,79292.44460922312,-14.0,-0.2683,0.19564,0.18583,-0.0254,1.0,0.1301
s1223,79292.44460922312,-13.0,-0.249,0.188,0.17844,-0.0264,1.0,0.1411
s1223,79292.44460922312,-12.0,-0.2249,0.17668,0.1674,-0.0262,1.0,0.1497
s1223,79292.44460922312,-10.0,-0.2025,0.16293,0.15435,-0.0246,1.0,0.1755
s1223,79292.44460922312,-9.0,-0.185,0.15229,0.14409,-0.0219,1.0,0.1896
s1223,79292.44460922312,-8.0,-0.1822,0.14513,0.13739,-0.0186,1.0,0.2023
s1223,79292.44460922312,-5.0,-0.2472,0.13406,0.12812,0.0005,1.0,0.2456
s1223,79292.44460922312,-4.0,-0.3267,0.14024,0.13491,0.0078,1.0,0.2551
s1223,79292.44460922312,4.0,-0.2547,0.08896,0.08529,0.0315,0.9585,0.8389
s1223,79292.44460922312,16.0,1.3542,0.25903,0.25029,-0.2676,0.4523,1.0
s1223,79292.44460922312,17.0,1.3847,0.26961,0.26119,-0.2744,0.4207,1.0
s1223,79292.44460922312,18.0,1.4346,0.28974,0.2817,-0.2796,0.3911,1.0
s1223,79292.44460922312,19.0,1.4521,0.29357,0.2858,-0.2886,0.3656,1.0
s1223,79292.44460922312,20.0,1.4865,0.30619,0.29878,-0.2958,0.3418,1.0
s1223,79292.44460922312,21.0,1.5224,0.32124,0.31421,-0.3029,0.3217,1.0
s1223,79292.44460922312,23.0,1.5807,0.34593,0.33959,-0.3196,0.2866,1.0
s1223,79292.44460922312,24.0,1.6023,0.35211,0.3461,-0.3296,0.2696,1.0
s1223,79292.44460922312,25.0,1.6262,0.36027,0.35461,-0.3393,0.2512,1.0
s1223,79292.44460922312,26.0,1.6521,0.37061,0.36531,-0.3482,0.2327,1.0
s1223,79292.44460922312,27.0,1.68,0.38397,0.37905,-0.3564,0.2149,1.0
s1223,79292.44460922312,28.0,1.7059,0.39896,0.39435,-0.3648,0.1989,1.0
s1223,79292.44460922312,29.0,1.7229,0.40196,0.39761,-0.3763,0.1834,1.0
s1223,79292.44460922312,30.0,1.7424,0.40839,0.4043,-0.3868,0.1669,1.0
s1223,81148.79191389414,-21.0,-0.4557,0.26251,0.25151,-0.0036,1.0,0.0872
s1223,81148.79191389414,-20.0,-0.4261,0.25276,0.24185,-0.008,1.0,0.0931
s1223,81148.79191389414,-18.0,-0.3689,0.23297,0.22235,-0.0157,1.0,0.1034
s1223,81148.79191389414,-17.0,-0.3459,0.22687,0.21641,-0.0196,1.0,0.1102
s1223,81148.79191389414,-16.0,-0.3161,0.21417,0.20391,-0.0217,1.0,0.1153
s1223,81148.79191389414,-15.0,-0.292,0.20575,0.19569,-0.0239,1.0,0.1244
s1223,81148.79191389414,-14.0,-0.2683,0.19564,0.18583,-0.0254,1.0,0.1301
s1223,81148.79191389414,-13.0,-0.249,0.188,0.17844,-0.0264,1.0,0.1411
s1223,81148.79191389414,-12.0,-0.2249,0.17668,0.1674,-0.0262,1.0,0.1497
s1223,81148.79191389414,-10.0,-0.2025,0.16293,0.15435,-0.0246,1.0,0.1755
s1223,81148.79191389414,-9.0,-0.185,0.15229,0.14409,-0.0219,1.0,0.1896
s1223,81148.79191389414,-8.0,-0.1822,0.14513,0.13739,-0.0186,1.0,0.2023
s1223,81148.79191389414,-5.0,-0.2472,0.13406,0.12812,0.0005,1.0,0.2456
s1223,81148.79191389414,-4.0,-0.3267,0.14024,0.13491,0.0078,1.0,0.2551
s1223,81148.79191389414,4.0,-0.2547,0.08896,0.08529,0.0315,0.9585,0.8389
s1223,81148.79191389414,16.0,1.3542,0.25903,0.25029,-0.2676,0.4523,1.0
s1223,81148.79191389414,17.0,1.3847,0.26961,0.26119,-0.2744,0.4207,1.0
s1223,81148.79191389414,18.0,1.4346,0.28974,0.2817,-0.2796,0.3911,1.0
s1223,81148.79191389414,19.0,1.4521,0.29357,0.2858,-0.2886,0.3656,1.0
s1223,81148.79191389414,20.0,1.4865,0.30619,0.29878,-0.2958,0.3418,1.0
s1223,81148.79191389414,21.0,1.5224,0.32124,0.31421,-0.3029,0.3217,1.0
s1223,81148.79191389414,23.0,1.5807,0.34593,0.33959,-0.3196,0.2866,1.0
s1223,81148.79191389414,24.0,1.6023,0.35211,0.3461,-0.3296,0.2696,1.0
s1223,81148.79191389414,25.0,1.6262,0.36027,0.35461,-0.3393,0.2512,1.0
s1223,81148.79191389414,26.0,1.6521,0.37061,0.36531,-0.3482,0.2327,1.0
s1223,81148.79191389414,27.0,1.68,0.38397,0.37905,-0.3564,0.2149,1.0
s1223,81148.79191389414,28.0,1.7059,0.39896,0.39435,-0.3648,0.1989,1.0
s1223,81148.79191389414,29.0,1.7229,0.40196,0.39761,-0.3763,0.1834,1.0
s1223,81148.79191389414,30.0,1.7424,0.40839,0.4043,-0.3868,0.1669,1.0
s1223,83048.59891176203,-21.0,-0.4557,0.26251,0.25151,-0.0036,1.0,0.0872
s1223,83048.59891176203,-20.0,-0.4261,0.25276,0.24185,-0.008,1.0,0.0931
s1223,83048.59891176203,-18.0,-0.3689,0.23297,0.22235,-0.0157,1.0,0.1034
s1223,83048.59891176203,-17.0,-0.3459,0.22687,0.21641,-0.0196,1.0,0.1102
s1223,83048.59891176203,-16.0,-0.3161,0.21417,0.20391,-0.0217,1.0,0.1153
s1223,83048.59891176203,-15.0,-0.292,0.20575,0.19569,-0.0239,1.0,0.1244
s1223,83048.59891176203,-14.0,-0.2683,0.19564,0.18583,-0.0254,1.0,0.1301
s1223,83048.59891176203,-13.0,-0.249,0.188,0.17844,-0.0264,1.0,0.1411
s1223,83048.59891176203,-12.0,-0.2249,0.17668,0.1674,-0.0262,1.0,0.1497
s1223,83048.59891176203,-10.0,-0.2025,0.16293,0.15435,-0.0246,1.0,0.1755
s1223,83048.59891176203,-9.0,-0.185,0.15229,0.14409,-0.0219,1.0,0.1896
s1223,83048.59891176203,-8.0,-0.1822,0.14513,0.13739,-0.0186,1.0,0.2023
s1223,83048.59891176203,-5.0,-0.2472,0.13406,0.12812,0.0005,1.0,0.2456
s1223,83048.59891176203,-4.0,-0.3267,0.14024,0.13491,0.0078,1.0,0.2551
s1223,83048.59891176203,4.0,-0.2547,0.08896,0.08529,0.0315,0.9585,0.8389
s1223,83048.59891176203,16.0,1.3542,0.25903,0.25029,-0.2676,0.4523,1.0
s1223,83048.59891176203,17.0,1.3847,0.26961,0.26119,-0.2744,0.4207,1.0
s1223,83048.59891176203,18.0,1.4346,0.28974,0.2817,-0.2796,0.3911,1.0
s1223,83048.59891176203,19.0,1.4521,0.29357,0.2858,-0.2886,0.3656,1.0
s1223,83048.59891176203,20.0,1.4865,0.30619,0.29878,-0.2958,0.3418,1.0
s1223,83048.59891176203,21.0,1.5224,0.32124,0.31421,-0.3029,0.3217,1.0
s1223,83048.59891176203,23.0,1.5807,0.34593,0.33959,-0.3196,0.2866,1.0
s1223,83048.59891176203,24.0,1.6023,0.35211,0.3461,-0.3296,0.2696,1.0
s1223,83048.59891176203,25.0,1.6262,0.36027,0.35461,-0.3393,0.2512,1.0
s1223,83048.59891176203,26.0,1.6521,0.37061,0.36531,-0.3482,0.2327,1.0
s1223,83048.59891176203,27.0,1.68,0.38397,0.37905,-0.3564,0.2149,1.0
s1223,83048.59891176203,28.0,1.7059,0.39896,0.39435,-0.3648,0.1989,1.0
s1223,83048.59891176203,29.0,1.7229,0.40196,0.39761,-0.3763,0.1834,1.0
s1223,83048.59891176203,30.0,1.7424,0.40839,0.4043,-0.3868,0.1669,1.0
s1223,84992.88305517976,-21.0,-0.4557,0.26251,0.25151,-0.0036,1.0,0.0872
s1223,84992.88305517976,-20.0,-0.4261,0.25276,0.24185,-0.008,1.0,0.0931
s1223,84992.88305517976,-18.0,-0.3689,0.23297,0.22235,-0.0157,1.0,0.1034
s1223,84992.88305517976,-17.0,-0.3459,0.22687,0.21641,-0.0196,1.0,0.1102
s1223,84992.88305517976,-16.0,-0.3161,0.21417,0.20391,-0.0217,1.0,0.1153
s1223,84992.88305517976,-15.0,-0.292,0.20575,0.19569,-0.0239,1.0,0.1244
s1223,84992.88305517976,-14.0,-0.2683,0.19564,0.18583,-0.0254,1.0,0.1301
s1223,84992.88305517976,-13.0,-0.249,0.188,0.17844,-0.0264,1.0,0.1411
s1223,84992.88305517976,-12.0,-0.2249,0.17668,0.1674,-0.0262,1.0,0.1497
s1223,84992.88305517976,-10.0,-0.2025,0.16293,0.15435,-0.0246,1.0,0.1755
s1223,84992.88305517976,-9.0,-0.185,0.15229,0.14409,-0.0219,1.0,0.1896
s1223,84992.88305517976,-8.0,-0.1822,0.14513,0.13739,-0.0186,1.0,0.2023
s1223,84992.88305517976,-5.0,-0.2472,0.13406,0.12812,0.0005,1.0,0.2456
s1223,84992.88305517976,-4.0,-0.3267,0.14024,0.13491,0.0078,1.0,0.2551
s1223,84992.88305517976,4.0,-0.2547,0.08896,0.08529,0.0315,0.9585,0.8389
s1223,84992.88305517976,16.0,1.3542,0.25903,0.25029,-0.2676,0.4523,1.0
s1223,84992.88305517976,17.0,1.3847,0.26961,0.26119,-0.2744,0.4207,1.0
s1223,84992.88305517976,18.0,1.4346,0.28974,0.2817,-0.2796,0.3911,1.0
s1223,84992.88305517976,19.0,1.4521,0.29357,0.2858,-0.2886,0.3656,1.0
s1223,84992.88305517976,20.0,1.4865,0.30619,0.29878,-0.2958,0.3418,1.0
s1223,84992.88305517976,21.0,1.5224,0.32124,0.31421,-0.3029,0.3217,1.0
s1223,84992.88305517976,23.0,1.5807,0.34593,0.33959,-0.3196,0.2866,1.0
s1223,84992.88305517976,24.0,1.6023,0.35211,0.3461,-0.3296,0.2696,1.0
s1223,84992.88305517976,25.0,1.6262,0.36027,0.35461,-0.3393,0.2512,1.0
s1223,84992.88305517976,26.0,1.6521,0.37061,0.36531,-0.3482,0.2327,1.0
s1223,84992.88305517976,27.0,1.68,0.38397,0.37905,-0.3564,0.2149,1.0
s1223,84992.88305517976,28.0,1.7059,0.39896,0.39435,-0.3648,0.1989,1.0
s1223,84992.88305517976,29.0,1.7229,0.40196,0.39761,-0.3763,0.1834,1.0
s1223,84992.88305517976,30.0,1.7424,0.40839,0.4043,-0.3868,0.1669,1.0
s1223,86982.68561648628,-21.0,-0.4557,0.26251,0.25151,-0.0036,1.0,0.0872
s1223,86982.68561648628,-20.0,-0.4261,0.25276,0.24185,-0.008,1.0,0.0931
s1223,86982.68561648628,-18.0,-0.3689,0.23297,0.22235,-0.0157,1.0,0.1034
s1223,86982.68561648628,-17.0,-0.3459,0.22687,0.21641,-0.0196,1.0,0.1102
s1223,86982.68561648628,-16.0,-0.3161,0.21417,0.20391,-0.0217,1.0,0.1153
s1223,86982.68561648628,-15.0,-0.292,0.20575,0.19569,-0.0239,1.0,0.1244
s1223,86982.68561648628,-14.0,-0.2683,0.19564,0.18583,-0.0254,1.0,0.1301
s1223,86982.68561648628,-13.0,-0.249,0.188,0.17844,-0.0264,1.0,0.1411
s1223,86982.68561648628,-12.0,-0.2249,0.17668,0.1674,-0.0262,1.0,0.1497
s1223,86982.68561648628,-10.0,-0.2025,0.16293,0.15435,-0.0246,1.0,0.1755
s1223,86982.68561648628,-9.0,-0.185,0.15229,0.14409,-0.0219,1.0,0.1896
s1223,86982.68561648628,-8.0,-0.1822,0.14513,0.13739,-0.0186,1.0,0.2023
s1223,86982.68561648628,-5.0,-0.2472,0.13406,0.12812,0.0005,1.0,0.2456
s1223,86982.68561648628,-4.0,-0.3267,0.14024,0.13491,0.0078,1.0,0.2551
s1223,86982.68561648628,4.0,-0.2547,0.08896,0.08529,0.0315,0.9585,0.8389
s1223,86982.68561648628,16.0,1.3542,0.25903,0.25029,-0.2676,0.4523,1.0
s1223,86982.68561648628,17.0,1.3847,0.26961,0.26119,-0.2744,0.4207,1.0
s1223,86982.68561648628,18.0,1.4346,0.28974,0.2817,-0.2796,0.3911,1.0
s1223,86982.68561648628,19.0,1.4521,0.29357,0.2858,-0.2886,0.3656,1.0
s1223,86982.68561648628,20.0,1.4865,0.30619,0.29878,-0.2958,0.3418,1.0
s1223,86982.68561648628,21.0,1.5224,0.32124,0.31421,-0.3029,0.3217,1.0
s1223,86982.68561648628,23.0,1.5807,0.34593,0.33959,-0.3196,0.2866,1.0
s1223,86982.68561648628,24.0,1.6023,0.35211,0.3461,-0.3296,0.2696,1.0
s1223,86982.68561648628,25.0,1.6262,0.36027,0.35461,-0.3393,0.2512,1.0
s1223,86982.68561648628,26.0,1.6521,0.37061,0.36531,-0.3482,0.2327,1.0
s1223,86982.68561648628,27.0,1.68,0.38397,0.37905,-0.3564,0.2149,1.0
s1223,86982.68561648628,28.0,1.7059,0.39896,0.39435,-0.3648,0.1989,1.0
s1223,86982.68561648628,29.0,1.7229,0.40196,0.39761,-0.3763,0.1834,1.0
s1223,86982.68561648628,30.0,1.7424,0.40839,0.4043,-0.3868,0.1669,1.0
s1223,89019.07224566603,-21.0,-0.4557,0.26251,0.25151,-0.0036,1.0,0.0872
s1223,89019.07224566603,-20.0,-0.4261,0.25276,0.24185,-0.008,1.0,0.0931
s1223,89019.07224566603,-18.0,-0.3689,0.23297,0.22235,-0.0157,1.0,0.1034
s1223,89019.07224566603,-17.0,-0.3459,0.22687,0.21641,-0.0196,1.0,0.1102
s1223,89019.07224566603,-16.0,-0.3161,0.21417,0.20391,-0.0217,1.0,0.1153
s1223,89019.07224566603,-15.0,-0.292,0.20575,0.19569,-0.0239,1.0,0.1244
s1223,89019.07224566603,-14.0,-0.2683,0.19564,0.18583,-0.0254,1.0,0.1301
s1223,89019.07224566603,-13.0,-0.249,0.188,0.17844,-0.0264,1.0,0.1411
s1223,89019.07224566603,-12.0,-0.2249,0.17668,0.1674,-0.0262,1.0,0.1497
s1223,89019.07224566603,-10.0,-0.2025,0.16293,0.15435,-0.0246,1.0,0.1755
s1223,89019.07224566603,-9.0,-0.185,0.15229,0.14409,-0.0219,1.0,0.1896
s1223,89019.07224566603,-8.0,-0.1822,0.14513,0.13739,-0.0186,1.0,0.2023
s1223,89019.07224566603,-5.0,-0.2472,0.13406,0.12812,0.0005,1.0,0.2456
s1223,89019.07224566603,-4.0,-0.3267,0.14024,0.13491,0.0078,1.0,0.2551
s1223,89019.07224566603,4.0,-0.2547,0.08896,0.08529,0.0315,0.9585,0.8389
s1223,89019.07224566603,16.0,1.3542,0.25903,0.25029,-0.2676,0.4523,1.0
s1223,89019.07224566603,17.0,1.3847,0.26961,0.26119,-0.2744,0.4207,1.0
s1223,89019.07224566603,18.0,1.4346,0.28974,0.2817,-0.2796,0.3911,1.0
s1223,89019.07224566603,19.0,1.4521,0.29357,0.2858,-0.2886,0.3656,1.0
s1223,89019.07224566603,20.0,1.4865,0.30619,0.29878,-0.2958,0.3418,1.0
s1223,89019.07224566603,21.0,1.5224,0.32124,0.31421,-0.3029,0.3217,1.0
s1223,89019.07224566603,23.0,1.5807,0.34593,0.33959,-0.3196,0.2866,1.0
s1223,89019.07224566603,24.0,1.6023,0.35211,0.3461,-0.3296,0.2696,1.0
s1223,89019.07224566603,25.0,1.6262,0.36027,0.35461,-0.3393,0.2512,1.0
s1223,89019.07224566603,26.0,1.6521,0.37061,0.36531,-0.3482,0.2327,1.0
s1223,89019.07224566603,27.0,1.68,0.38397,0.37905,-0.3564,0.2149,1.0
s1223,89019.07224566603,28.0,1.7059,0.39896,0.39435,-0.3648,0.1989,1.0
s1223,89019.07224566603,29.0,1.7229,0.40196,0.39761,-0.3763,0.1834,1.0
s1223,89019.07224566603,30.0,1.7424,0.40839,0.4043,-0.3868,0.1669,1.0
s1223,91103.13354106386,-21.0,-0.4557,0.26251,0.25151,-0.0036,1.0,0.0872
s1223,91103.13354106386,-20.0,-0.4261,0.25276,0.24185,-0.008,1.0,0.0931
s1223,91103.13354106386,-18.0,-0.3689,0.23297,0.22235,-0.0157,1.0,0.1034
s1223,91103.13354106386,-17.0,-0.3459,0.22687,0.21641,-0.0196,1.0,0.1102
s1223,91103.13354106386,-16.0,-0.3161,0.21417,0.20391,-0.0217,1.0,0.1153
s1223,91103.13354106386,-15.0,-0.292,0.20575,0.19569,-0.0239,1.0,0.1244
s1223,91103.13354106386,-14.0,-0.2683,0.19564,0.18583,-0.0254,1.0,0.1301
s1223,91103.13354106386,-13.0,-0.249,0.188,0.17844,-0.0264,1.0,0.1411
s1223,91103.13354106386,-12.0,-0.2249,0.17668,0.1674,-0.0262,1.0,0.1497
s1223,91103.13354106386,-10.0,-0.2025,0.16293,0.15435,-0.0246,1.0,0.1755
s1223,91103.13354106386,-9.0,-0.185,0.15229,0.14409,-0.0219,1.0,0.1896
s1223,91103.13354106386,-8.0,-0.1822,0.14513,0.13739,-0.0186,1.0,0.2023
s1223,91103.13354106386,-5.0,-0.2472,0.13406,0.12812,0.0005,1.0,0.2456
s1223,91103.13354106386,-4.0,-0.3267,0.14024,0.13491,0.0078,1.0,0.2551
s1223,91103.13354106386,4.0,-0.2547,0.08896,0.08529,0.0315,0.9585,0.8389
s1223,91103.13354106386,16.0,1.3542,0.25903,0.25029,-0.2676,0.4523,1.0
s1223,91103.13354106386,17.0,1.3847,0.26961,0.26119,-0.2744,0.4207,1.0
s1223,91103.13354106386,18.0,1.4346,0.28974,0.2817,-0.2796,0.3911,1.0
s1223,91103.13354106386,19.0,1.4521,0.29357,0.2858,-0.2886,0.3656,1.0
s1223,91103.13354106386,20.0,1.4865,0.30619,0.29878,-0.2958,0.3418,1.0
s1223,91103.13354106386,21.0,1.5224,0.32124,0.31421,-0.3029,0.3217,1.0
s1223,91103.13354106386,23.0,1.5807,0.34593,0.33959,-0.3196,0.2866,1.0
s1223,91103.13354106386,24.0,1.6023,0.35211,0.3461,-0.3296,0.2696,1.0
s1223,91103.13354106386,25.0,1.6262,0.36027,0.35461,-0.3393,0.2512,1.0
s1223,91103.13354106386,26.0,1.6521,0.37061,0.36531,-0.3482,0.2327,1.0
s1223,91103.13354106386,27.0,1.68,0.38397,0.37905,-0.3564,0.2149,1.0
s1223,91103.13354106386,28.0,1.7059,0.39896,0.39435,-0.3648,0.1989,1.0
s1223,91103.13354106386,29.0,1.7229,0.40196,0.39761,-0.3763,0.1834,1.0
s1223,91103.13354106386,30.0,1.7424,0.40839,0.4043,-0.3868,0.1669,1.0
s1223,93235.98563346046,-21.0,-0.4557,0.26251,0.25151,-0.0036,1.0,0.0872
s1223,93235.98563346046,-20.0,-0.4261,0.25276,0.24185,-0.008,1.0,0.0931
s1223,93235.98563346046,-18.0,-0.3689,0.23297,0.22235,-0.0157,1.0,0.1034
s1223,93235.98563346046,-17.0,-0.3459,0.22687,0.21641,-0.0196,1.0,0.1102
s1223,93235.98563346046,-16.0,-0.3161,0.21417,0.20391,-0.0217,1.0,0.1153
s1223,93235.98563346046,-15.0,-0.292,0.20575,0.19569,-0.0239,1.0,0.1244
s1223,93235.98563346046,-14.0,-0.2683,0.19564,0.18583,-0.0254,1.0,0.1301
s1223,93235.98563346046,-13.0,-0.249,0.188,0.17844,-0.0264,1.0,0.1411
s1223,93235.98563346046,-12.0,-0.2249,0.17668,0.1674,-0.0262,1.0,0.1497
s1223,93235.98563346046,-10.0,-0.2025,0.16293,0.15435,-0.0246,1.0,0.1755
s1223,93235.98563346046,-9.0,-0.185,0.15229,0.14409,-0.0219,1.0,0.1896
s1223,93235.98563346046,-8.0,-0.1822,0.14513,0.13739,-0.0186,1.0,0.2023
s1223,93235.98563346046,-5.0,-0.2472,0.13406,0.12812,0.0005,1.0,0.2456
s1223,93235.98563346046,-4.0,-0.3267,0.14024,0.13491,0.0078,1.0,0.2551
s1223,93235.98563346046,4.0,-0.2547,0.08896,0.08529,0.0315,0.9585,0.8389
s1223,93235.98563346046,16.0,1.3542,0.25903,0.25029,-0.2676,0.4523,1.0
s1223,93235.98563346046,17.0,1.3847,0.26961,0.26119,-0.2744,0.4207,1.0
s1223,93235.98563346046,18.0,1.4346,0.28974,0.2817,-0.2796,0.3911,1.0
s1223,93235.98563346046,19.0,1.4521,0.29357,0.2858,-0.2886,0.3656,1.0
s1223,93235.98563346046,20.0,1.4865,0.30619,0.29878,-0.2958,0.3418,1.0
s1223,93235.98563346046,21.0,1.5224,0.32124,0.31421,-0.3029,0.3217,1.0
s1223,93235.98563346046,23.0,1.5807,0.34593,0.33959,-0.3196,0.2866,1.0
s1223,93235.98563346046,24.0,1.6023,0.35211,0.3461,-0.3296,0.2696,1.0
s1223,93235.98563346046,25.0,1.6262,0.36027,0.35461,-0.3393,0.2512,1.0
