Airfoil,Re,Alpha,CL,CD,CDp,CM,Xtr_top,Xtr_bottom
naca23012,566895.7019073637,16.0,0.7502,0.20214,0.19123,-0.0562,0.3544,1.0
naca23012,566895.7019073637,17.0,0.7842,0.21594,0.20526,-0.0608,0.3172,1.0
naca23012,566895.7019073637,18.0,0.815,0.22898,0.21849,-0.0663,0.2852,1.0
naca23012,566895.7019073637,19.0,0.8444,0.24158,0.23122,-0.0729,0.2591,1.0
naca23012,566895.7019073637,20.0,0.8883,0.2611,0.25099,-0.0783,0.2338,1.0
naca23012,566895.7019073637,21.0,0.9114,0.2694,0.25933,-0.087,0.2159,1.0
naca23012,566895.7019073637,22.0,0.9404,0.28,0.27006,-0.0955,0.198,1.0
naca23012,566895.7019073637,23.0,0.972,0.29205,0.28224,-0.104,0.1822,1.0
naca23012,566895.7019073637,24.0,1.0039,0.30438,0.29469,-0.1127,0.1687,1.0
naca23012,566895.7019073637,25.0,1.0358,0.31705,0.3075,-0.1216,0.1563,1.0
naca23012,566895.7019073637,26.0,1.0687,0.33135,0.32194,-0.1302,0.1443,1.0
naca23012,566895.7019073637,27.0,1.1017,0.34673,0.33752,-0.1388,0.1325,1.0
naca23012,566895.7019073637,28.0,1.1257,0.35024,0.3411,-0.1506,0.1229,1.0
naca23012,566895.7019073637,29.0,1.1533,0.3606,0.35159,-0.1612,0.1157,1.0
naca23012,566895.7019073637,30.0,1.1831,0.37595,0.36709,-0.1701,0.107,1.0
naca23012,580167.5251365699,-24.0,-0.8889,0.30117,0.29102,0.0931,1.0,0.1049
naca23012,580167.5251365699,-23.0,-0.8532,0.28812,0.2779,0.0855,1.0,0.1152
naca23012,580167.5251365699,-22.0,-0.8209,0.27747,0.26728,0.0768,1.0,0.1222
naca23012,580167.5251365699,-21.0,-0.7948,0.27311,0.26293,0.0673,1.0,0.1345
naca23012,580167.5251365699,-20.0,-0.7537,0.25541,0.24523,0.0614,1.0,0.1487
naca23012,580167.5251365699,-19.0,-0.7181,0.24246,0.2323,0.0546,1.0,0.1626
naca23012,580167.5251365699,-18.0,-0.6871,0.23181,0.22172,0.0477,1.0,0.181
naca23012,580167.5251365699,-16.0,-0.6227,0.20755,0.19762,0.0366,1.0,0.2284
naca23012,580167.5251365699,-15.0,-0.5914,0.19515,0.1853,0.0324,1.0,0.2601
naca23012,580167.5251365699,-6.0,-0.5521,0.05498,0.0457,-0.0151,1.0,0.2235
naca23012,580167.5251365699,-5.0,-0.4966,0.04218,0.03121,-0.0112,1.0,0.2118
naca23012,580167.5251365699,-4.0,-0.396,0.03365,0.02136,-0.0081,1.0,0.2287
naca23012,580167.5251365699,-1.0,-0.028,0.0254,0.01395,-0.0058,1.0,1.0
naca23012,580167.5251365699,0.0,-0.03,0.02677,0.01486,0.0056,1.0,1.0
naca23012,580167.5251365699,1.0,-0.0067,0.03014,0.01784,0.0094,1.0,1.0
naca23012,580167.5251365699,2.0,0.3589,0.03555,0.02325,-0.0398,0.7992,1.0
naca23012,580167.5251365699,3.0,0.5077,0.03751,0.02507,-0.0405,0.6752,1.0
naca23012,580167.5251365699,4.0,0.5679,0.04379,0.03126,-0.0346,0.6001,1.0
naca23012,580167.5251365699,5.0,0.6004,0.05358,0.04108,-0.0308,0.5536,1.0
naca23012,580167.5251365699,6.0,0.5762,0.06857,0.05598,-0.0299,0.5345,1.0
naca23012,580167.5251365699,10.0,0.5478,0.1263,0.11397,-0.0444,0.6584,1.0
naca23012,580167.5251365699,11.0,0.5855,0.13802,0.12592,-0.0445,0.5958,1.0
naca23012,580167.5251365699,12.0,0.6265,0.15166,0.13981,-0.0459,0.5413,1.0
naca23012,580167.5251365699,13.0,0.6554,0.16348,0.15185,-0.047,0.4891,1.0
naca23012,580167.5251365699,14.0,0.6903,0.17689,0.16553,-0.0493,0.4407,1.0
naca23012,580167.5251365699,15.0,0.7334,0.193,0.18194,-0.0523,0.3941,1.0
naca23012,580167.5251365699,16.0,0.7502,0.20214,0.19123,-0.0562,0.3544,1.0
naca23012,580167.5251365699,17.0,0.7842,0.21594,0.20526,-0.0608,0.3172,1.0
naca23012,580167.5251365699,18.0,0.815,0.22898,0.21849,-0.0663,0.2852,1.0
naca23012,580167.5251365699,19.0,0.8444,0.24158,0.23122,-0.0729,0.2591,1.0
naca23012,580167.5251365699,20.0,0.8883,0.2611,0.25099,-0.0783,0.2338,1.0
naca23012,580167.5251365699,21.0,0.9114,0.2694,0.25933,-0.087,0.2159,1.0
naca23012,580167.5251365699,22.0,0.9404,0.28,0.27006,-0.0955,0.198,1.0
naca23012,580167.5251365699,23.0,0.972,0.29205,0.28224,-0.104,0.1822,1.0
naca23012,580167.5251365699,24.0,1.0039,0.30438,0.29469,-0.1127,0.1687,1.0
naca23012,580167.5251365699,25.0,1.0358,0.31705,0.3075,-0.1216,0.1563,1.0
naca23012,580167.5251365699,26.0,1.0687,0.33135,0.32194,-0.1302,0.1443,1.0
naca23012,580167.5251365699,27.0,1.1017,0.34673,0.33752,-0.1388,0.1325,1.0
naca23012,580167.5251365699,28.0,1.1257,0.35024,0.3411,-0.1506,0.1229,1.0
naca23012,580167.5251365699,29.0,1.1533,0.3606,0.35159,-0.1612,0.1157,1.0
naca23012,580167.5251365699,30.0,1.1831,0.37595,0.36709,-0.1701,0.107,1.0
naca23012,593750.0603560675,-24.0,-0.8889,0.30117,0.29102,0.0931,1.0,0.1049
naca23012,593750.0603560675,-23.0,-0.8532,0.28812,0.2779,0.0855,1.0,0.1152
naca23012,593750.0603560675,-22.0,-0.8209,0.27747,0.26728,0.0768,1.0,0.1222
naca23012,593750.0603560675,-21.0,-0.7948,0.27311,0.26293,0.0673,1.0,0.1345
naca23012,593750.0603560675,-20.0,-0.7537,0.25541,0.24523,0.0614,1.0,0.1487
naca23012,593750.0603560675,-19.0,-0.7181,0.24246,0.2323,0.0546,1.0,0.1626
naca23012,593750.0603560675,-18.0,-0.6871,0.23181,0.22172,0.0477,1.0,0.181
naca23012,593750.0603560675,-16.0,-0.6227,0.20755,0.19762,0.0366,1.0,0.2284
naca23012,593750.0603560675,-15.0,-0.5914,0.19515,0.1853,0.0324,1.0,0.2601
naca23012,593750.0603560675,-6.0,-0.5521,0.05498,0.0457,-0.0151,1.0,0.2235
naca23012,593750.0603560675,-5.0,-0.4966,0.04218,0.03121,-0.0112,1.0,0.2118
naca23012,593750.0603560675,-4.0,-0.396,0.03365,0.02136,-0.0081,1.0,0.2287
naca23012,593750.0603560675,-1.0,-0.028,0.0254,0.01395,-0.0058,1.0,1.0
naca23012,593750.0603560675,0.0,-0.03,0.02677,0.01486,0.0056,1.0,1.0
naca23012,593750.0603560675,1.0,-0.0067,0.03014,0.01784,0.0094,1.0,1.0
naca23012,593750.0603560675,2.0,0.3589,0.03555,0.02325,-0.0398,0.7992,1.0
naca23012,593750.0603560675,3.0,0.5077,0.03751,0.02507,-0.0405,0.6752,1.0
naca23012,593750.0603560675,4.0,0.5679,0.04379,0.03126,-0.0346,0.6001,1.0
naca23012,593750.0603560675,5.0,0.6004,0.05358,0.04108,-0.0308,0.5536,1.0
naca23012,593750.0603560675,6.0,0.5762,0.06857,0.05598,-0.0299,0.5345,1.0
naca23012,593750.0603560675,10.0,0.5478,0.1263,0.11397,-0.0444,0.6584,1.0
naca23012,593750.0603560675,11.0,0.5855,0.13802,0.12592,-0.0445,0.5958,1.0
naca23012,593750.0603560675,12.0,0.6265,0.15166,0.13981,-0.0459,0.5413,1.0
naca23012,593750.0603560675,13.0,0.6554,0.16348,0.15185,-0.047,0.4891,1.0
naca23012,593750.0603560675,14.0,0.6903,0.17689,0.16553,-0.0493,0.4407,1.0
naca23012,593750.0603560675,15.0,0.7334,0.193,0.18194,-0.0523,0.3941,1.0
naca23012,593750.0603560675,16.0,0.7502,0.20214,0.19123,-0.0562,0.3544,1.0
naca23012,593750.0603560675,17.0,0.7842,0.21594,0.20526,-0.0608,0.3172,1.0
naca23012,593750.0603560675,18.0,0.815,0.22898,0.21849,-0.0663,0.2852,1.0
naca23012,593750.0603560675,19.0,0.8444,0.24158,0.23122,-0.0729,0.2591,1.0
naca23012,593750.0603560675,20.0,0.8883,0.2611,0.25099,-0.0783,0.2338,1.0
naca23012,593750.0603560675,21.0,0.9114,0.2694,0.25933,-0.087,0.2159,1.0
naca23012,593750.0603560675,22.0,0.9404,0.28,0.27006,-0.0955,0.198,1.0
naca23012,593750.0603560675,23.0,0.972,0.29205,0.28224,-0.104,0.1822,1.0
naca23012,593750.0603560675,24.0,1.0039,0.30438,0.29469,-0.1127,0.1687,1.0
naca23012,593750.0603560675,25.0,1.0358,0.31705,0.3075,-0.1216,0.1563,1.0
naca23012,593750.0603560675,26.0,1.0687,0.33135,0.32194,-0.1302,0.1443,1.0
naca23012,593750.0603560675,27.0,1.1017,0.34673,0.33752,-0.1388,0.1325,1.0
naca23012,593750.0603560675,28.0,1.1257,0.35024,0.3411,-0.1506,0.1229,1.0
naca23012,593750.0603560675,29.0,1.1533,0.3606,0.35159,-0.1612,0.1157,1.0
naca23012,593750.0603560675,30.0,1.1831,0.37595,0.36709,-0.1701,0.107,1.0
naca23012,607650.5817692002,-24.0,-0.8889,0.30117,0.29102,0.0931,1.0,0.1049
naca23012,607650.5817692002,-23.0,-0.8532,0.28812,0.2779,0.0855,1.0,0.1152
naca23012,607650.5817692002,-22.0,-0.8209,0.27747,0.26728,0.0768,1.0,0.1222
naca23012,607650.5817692002,-21.0,-0.7948,0.27311,0.26293,0.0673,1.0,0.1345
naca23012,607650.5817692002,-20.0,-0.7537,0.25541,0.24523,0.0614,1.0,0.1487
naca23012,607650.5817692002,-19.0,-0.7181,0.24246,0.2323,0.0546,1.0,0.1626
naca23012,607650.5817692002,-18.0,-0.6871,0.23181,0.22172,0.0477,1.0,0.181
naca23012,607650.5817692002,-16.0,-0.6227,0.20755,0.19762,0.0366,1.0,0.2284
naca23012,607650.5817692002,-15.0,-0.5914,0.19515,0.1853,0.0324,1.0,0.2601
naca23012,607650.5817692002,-6.0,-0.5521,0.05498,0.0457,-0.0151,1.0,0.2235
naca23012,607650.5817692002,-5.0,-0.4966,0.04218,0.03121,-0.0112,1.0,0.2118
naca23012,607650.5817692002,-4.0,-0.396,0.03365,0.02136,-0.0081,1.0,0.2287
naca23012,607650.5817692002,-1.0,-0.028,0.0254,0.01395,-0.0058,1.0,1.0
naca23012,607650.5817692002,0.0,-0.03,0.02677,0.01486,0.0056,1.0,1.0
naca23012,607650.5817692002,1.0,-0.0067,0.03014,0.01784,0.0094,1.0,1.0
naca23012,607650.5817692002,2.0,0.3589,0.03555,0.02325,-0.0398,0.7992,1.0
naca23012,607650.5817692002,3.0,0.5077,0.03751,0.02507,-0.0405,0.6752,1.0
naca23012,607650.5817692002,4.0,0.5679,0.04379,0.03126,-0.0346,0.6001,1.0
naca23012,607650.5817692002,5.0,0.6004,0.05358,0.04108,-0.0308,0.5536,1.0
naca23012,607650.5817692002,6.0,0.5762,0.06857,0.05598,-0.0299,0.5345,1.0
naca23012,607650.5817692002,10.0,0.5478,0.1263,0.11397,-0.0444,0.6584,1.0
naca23012,607650.5817692002,11.0,0.5855,0.13802,0.12592,-0.0445,0.5958,1.0
naca23012,607650.5817692002,12.0,0.6265,0.15166,0.13981,-0.0459,0.5413,1.0
naca23012,607650.5817692002,13.0,0.6554,0.16348,0.15185,-0.047,0.4891,1.0
naca23012,607650.5817692002,14.0,0.6903,0.17689,0.16553,-0.0493,0.4407,1.0
naca23012,607650.5817692002,15.0,0.7334,0.193,0.18194,-0.0523,0.3941,1.0
naca23012,607650.5817692002,16.0,0.7502,0.20214,0.19123,-0.0562,0.3544,1.0
naca23012,607650.5817692002,17.0,0.7842,0.21594,0.20526,-0.0608,0.3172,1.0
naca23012,607650.5817692002,18.0,0.815,0.22898,0.21849,-0.0663,0.2852,1.0
naca23012,607650.5817692002,19.0,0.8444,0.24158,0.23122,-0.0729,0.2591,1.0
naca23012,607650.5817692002,20.0,0.8883,0.2611,0.25099,-0.0783,0.2338,1.0
naca23012,607650.5817692002,21.0,0.9114,0.2694,0.25933,-0.087,0.2159,1.0
naca23012,607650.5817692002,22.0,0.9404,0.28,0.27006,-0.0955,0.198,1.0
naca23012,607650.5817692002,23.0,0.972,0.29205,0.28224,-0.104,0.1822,1.0
naca23012,607650.5817692002,24.0,1.0039,0.30438,0.29469,-0.1127,0.1687,1.0
naca23012,607650.5817692002,25.0,1.0358,0.31705,0.3075,-0.1216,0.1563,1.0
naca23012,607650.5817692002,26.0,1.0687,0.33135,0.32194,-0.1302,0.1443,1.0
naca23012,607650.5817692002,27.0,1.1017,0.34673,0.33752,-0.1388,0.1325,1.0
naca23012,607650.5817692002,28.0,1.1257,0.35024,0.3411,-0.1506,0.1229,1.0
naca23012,607650.5817692002,29.0,1.1533,0.3606,0.35159,-0.1612,0.1157,1.0
naca23012,607650.5817692002,30.0,1.1831,0.37595,0.36709,-0.1701,0.107,1.0
naca23012,621876.5338786112,-24.0,-0.8889,0.30117,0.29102,0.0931,1.0,0.1049
naca23012,621876.5338786112,-23.0,-0.8532,0.28812,0.2779,0.0855,1.0,0.1152
naca23012,621876.5338786112,-22.0,-0.8209,0.27747,0.26728,0.0768,1.0,0.1222
naca23012,621876.5338786112,-21.0,-0.7948,0.27311,0.26293,0.0673,1.0,0.1345
naca23012,621876.5338786112,-20.0,-0.7537,0.25541,0.24523,0.0614,1.0,0.1487
naca23012,621876.5338786112,-19.0,-0.7181,0.24246,0.2323,0.0546,1.0,0.1626
naca23012,621876.5338786112,-18.0,-0.6871,0.23181,0.22172,0.0477,1.0,0.181
naca23012,621876.5338786112,-16.0,-0.6227,0.20755,0.19762,0.0366,1.0,0.2284
naca23012,621876.5338786112,-15.0,-0.5914,0.19515,0.1853,0.0324,1.0,0.2601
naca23012,621876.5338786112,-6.0,-0.5521,0.05498,0.0457,-0.0151,1.0,0.2235
naca23012,621876.5338786112,-5.0,-0.4966,0.04218,0.03121,-0.0112,1.0,0.2118
naca23012,621876.5338786112,-4.0,-0.396,0.03365,0.02136,-0.0081,1.0,0.2287
naca23012,621876.5338786112,-1.0,-0.028,0.0254,0.01395,-0.0058,1.0,1.0
naca23012,621876.5338786112,0.0,-0.03,0.02677,0.01486,0.0056,1.0,1.0
naca23012,621876.5338786112,1.0,-0.0067,0.03014,0.01784,0.0094,1.0,1.0
naca23012,621876.5338786112,2.0,0.3589,0.03555,0.02325,-0.0398,0.7992,1.0
naca23012,621876.5338786112,3.0,0.5077,0.03751,0.02507,-0.0405,0.6752,1.0
naca23012,621876.5338786112,4.0,0.5679,0.04379,0.03126,-0.0346,0.6001,1.0
naca23012,621876.5338786112,5.0,0.6004,0.05358,0.04108,-0.0308,0.5536,1.0
naca23012,621876.5338786112,6.0,0.5762,0.06857,0.05598,-0.0299,0.5345,1.0
naca23012,621876.5338786112,10.0,0.5478,0.1263,0.11397,-0.0444,0.6584,1.0
naca23012,621876.5338786112,11.0,0.5855,0.13802,0.12592,-0.0445,0.5958,1.0
naca23012,621876.5338786112,12.0,0.6265,0.15166,0.13981,-0.0459,0.5413,1.0
naca23012,621876.5338786112,13.0,0.6554,0.16348,0.15185,-0.047,0.4891,1.0
naca23012,621876.5338786112,14.0,0.6903,0.17689,0.16553,-0.0493,0.4407,1.0
naca23012,621876.5338786112,15.0,0.7334,0.193,0.18194,-0.0523,0.3941,1.0
naca23012,621876.5338786112,16.0,0.7502,0.20214,0.19123,-0.0562,0.3544,1.0
naca23012,621876.5338786112,17.0,0.7842,0.21594,0.20526,-0.0608,0.3172,1.0
naca23012,621876.5338786112,18.0,0.815,0.22898,0.21849,-0.0663,0.2852,1.0
naca23012,621876.5338786112,19.0,0.8444,0.24158,0.23122,-0.0729,0.2591,1.0
naca23012,621876.5338786112,20.0,0.8883,0.2611,0.25099,-0.0783,0.2338,1.0
naca23012,621876.5338786112,21.0,0.9114,0.2694,0.25933,-0.087,0.2159,1.0
naca23012,621876.5338786112,22.0,0.9404,0.28,0.27006,-0.0955,0.198,1.0
naca23012,621876.5338786112,23.0,0.972,0.29205,0.28224,-0.104,0.1822,1.0
naca23012,621876.5338786112,24.0,1.0039,0.30438,0.29469,-0.1127,0.1687,1.0
naca23012,621876.5338786112,25.0,1.0358,0.31705,0.3075,-0.1216,0.1563,1.0
naca23012,621876.5338786112,26.0,1.0687,0.33135,0.32194,-0.1302,0.1443,1.0
naca23012,621876.5338786112,27.0,1.1017,0.34673,0.33752,-0.1388,0.1325,1.0
naca23012,621876.5338786112,28.0,1.1257,0.35024,0.3411,-0.1506,0.1229,1.0
naca23012,621876.5338786112,29.0,1.1533,0.3606,0.35159,-0.1612,0.1157,1.0
naca23012,621876.5338786112,30.0,1.1831,0.37595,0.36709,-0.1701,0.107,1.0
naca23012,636435.5354731885,-24.0,-0.8889,0.30117,0.29102,0.0931,1.0,0.1049
naca23012,636435.5354731885,-23.0,-0.8532,0.28812,0.2779,0.0855,1.0,0.1152
naca23012,636435.5354731885,-22.0,-0.8209,0.27747,0.26728,0.0768,1.0,0.1222
naca23012,636435.5354731885,-21.0,-0.7948,0.27311,0.26293,0.0673,1.0,0.1345
naca23012,636435.5354731885,-20.0,-0.7537,0.25541,0.24523,0.0614,1.0,0.1487
naca23012,636435.5354731885,-19.0,-0.7181,0.24246,0.2323,0.0546,1.0,0.1626
naca23012,636435.5354731885,-18.0,-0.6871,0.23181,0.22172,0.0477,1.0,0.181
naca23012,636435.5354731885,-16.0,-0.6227,0.20755,0.19762,0.0366,1.0,0.2284
naca23012,636435.5354731885,-15.0,-0.5914,0.19515,0.1853,0.0324,1.0,0.2601
naca23012,636435.5354731885,-6.0,-0.5521,0.05498,0.0457,-0.0151,1.0,0.2235
naca23012,636435.5354731885,-5.0,-0.4966,0.04218,0.03121,-0.0112,1.0,0.2118
naca23012,636435.5354731885,-4.0,-0.396,0.03365,0.02136,-0.0081,1.0,0.2287
naca23012,636435.5354731885,-1.0,-0.028,0.0254,0.01395,-0.0058,1.0,1.0
naca23012,636435.5354731885,0.0,-0.03,0.02677,0.01486,0.0056,1.0,1.0
naca23012,636435.5354731885,1.0,-0.0067,0.03014,0.01784,0.0094,1.0,1.0
naca23012,636435.5354731885,2.0,0.3589,0.03555,0.02325,-0.0398,0.7992,1.0
naca23012,636435.5354731885,3.0,0.5077,0.03751,0.02507,-0.0405,0.6752,1.0
naca23012,636435.5354731885,4.0,0.5679,0.04379,0.03126,-0.0346,0.6001,1.0
naca23012,636435.5354731885,5.0,0.6004,0.05358,0.04108,-0.0308,0.5536,1.0
naca23012,636435.5354731885,6.0,0.5762,0.06857,0.05598,-0.0299,0.5345,1.0
naca23012,636435.5354731885,10.0,0.5478,0.1263,0.11397,-0.0444,0.6584,1.0
naca23012,636435.5354731885,11.0,0.5855,0.13802,0.12592,-0.0445,0.5958,1.0
naca23012,636435.5354731885,12.0,0.6265,0.15166,0.13981,-0.0459,0.5413,1.0
naca23012,636435.5354731885,13.0,0.6554,0.16348,0.15185,-0.047,0.4891,1.0
naca23012,636435.5354731885,14.0,0.6903,0.17689,0.16553,-0.0493,0.4407,1.0
naca23012,636435.5354731885,15.0,0.7334,0.193,0.18194,-0.0523,0.3941,1.0
naca23012,636435.5354731885,16.0,0.7502,0.20214,0.19123,-0.0562,0.3544,1.0
naca23012,636435.5354731885,17.0,0.7842,0.21594,0.20526,-0.0608,0.3172,1.0
naca23012,636435.5354731885,18.0,0.815,0.22898,0.21849,-0.0663,0.2852,1.0
naca23012,636435.5354731885,19.0,0.8444,0.24158,0.23122,-0.0729,0.2591,1.0
naca23012,636435.5354731885,20.0,0.8883,0.2611,0.25099,-0.0783,0.2338,1.0
naca23012,636435.5354731885,21.0,0.9114,0.2694,0.25933,-0.087,0.2159,1.0
naca23012,636435.5354731885,22.0,0.9404,0.28,0.27006,-0.0955,0.198,1.0
naca23012,636435.5354731885,23.0,0.972,0.29205,0.28224,-0.104,0.1822,1.0
naca23012,636435.5354731885,24.0,1.0039,0.30438,0.29469,-0.1127,0.1687,1.0
naca23012,636435.5354731885,25.0,1.0358,0.31705,0.3075,-0.1216,0.1563,1.0
naca23012,636435.5354731885,26.0,1.0687,0.33135,0.32194,-0.1302,0.1443,1.0
naca23012,636435.5354731885,27.0,1.1017,0.34673,0.33752,-0.1388,0.1325,1.0
naca23012,636435.5354731885,28.0,1.1257,0.35024,0.3411,-0.1506,0.1229,1.0
naca23012,636435.5354731885,29.0,1.1533,0.3606,0.35159,-0.1612,0.1157,1.0
naca23012,636435.5354731885,30.0,1.1831,0.37595,0.36709,-0.1701,0.107,1.0
naca23012,651335.3837083519,-24.0,-0.8889,0.30117,0.29102,0.0931,1.0,0.1049
naca23012,651335.3837083519,-23.0,-0.8532,0.28812,0.2779,0.0855,1.0,0.1152
naca23012,651335.3837083519,-22.0,-0.8209,0.27747,0.26728,0.0768,1.0,0.1222
naca23012,651335.3837083519,-21.0,-0.7948,0.27311,0.26293,0.0673,1.0,0.1345
naca23012,651335.3837083519,-20.0,-0.7537,0.25541,0.24523,0.0614,1.0,0.1487
naca23012,651335.3837083519,-19.0,-0.7181,0.24246,0.2323,0.0546,1.0,0.1626
naca23012,651335.3837083519,-18.0,-0.6871,0.23181,0.22172,0.0477,1.0,0.181
naca23012,651335.3837083519,-16.0,-0.6227,0.20755,0.19762,0.0366,1.0,0.2284
naca23012,651335.3837083519,-15.0,-0.5914,0.19515,0.1853,0.0324,1.0,0.2601
naca23012,651335.3837083519,-6.0,-0.5521,0.05498,0.0457,-0.0151,1.0,0.2235
naca23012,651335.3837083519,-5.0,-0.4966,0.04218,0.03121,-0.0112,1.0,0.2118
naca23012,651335.3837083519,-4.0,-0.396,0.03365,0.02136,-0.0081,1.0,0.2287
naca23012,651335.3837083519,-1.0,-0.028,0.0254,0.01395,-0.0058,1.0,1.0
naca23012,651335.3837083519,0.0,-0.03,0.02677,0.01486,0.0056,1.0,1.0
naca23012,651335.3837083519,1.0,-0.0067,0.03014,0.01784,0.0094,1.0,1.0
naca23012,651335.3837083519,2.0,0.3589,0.03555,0.02325,-0.0398,0.7992,1.0
naca23012,651335.3837083519,3.0,0.5077,0.03751,0.02507,-0.0405,0.6752,1.0
naca23012,651335.3837083519,4.0,0.5679,0.04379,0.03126,-0.0346,0.6001,1.0
naca23012,651335.3837083519,5.0,0.6004,0.05358,0.04108,-0.0308,0.5536,1.0
naca23012,651335.3837083519,6.0,0.5762,0.06857,0.05598,-0.0299,0.5345,1.0
naca23012,651335.3837083519,10.0,0.5478,0.1263,0.11397,-0.0444,0.6584,1.0
naca23012,651335.3837083519,11.0,0.5855,0.13802,0.12592,-0.0445,0.5958,1.0
naca23012,651335.3837083519,12.0,0.6265,0.15166,0.13981,-0.0459,0.5413,1.0
naca23012,651335.3837083519,13.0,0.6554,0.16348,0.15185,-0.047,0.4891,1.0
naca23012,651335.3837083519,14.0,0.6903,0.17689,0.16553,-0.0493,0.4407,1.0
naca23012,651335.3837083519,15.0,0.7334,0.193,0.18194,-0.0523,0.3941,1.0
naca23012,651335.3837083519,16.0,0.7502,0.20214,0.19123,-0.0562,0.3544,1.0
naca23012,651335.3837083519,17.0,0.7842,0.21594,0.20526,-0.0608,0.3172,1.0
naca23012,651335.3837083519,18.0,0.815,0.22898,0.21849,-0.0663,0.2852,1.0
naca23012,651335.3837083519,19.0,0.8444,0.24158,0.23122,-0.0729,0.2591,1.0
naca23012,651335.3837083519,20.0,0.8883,0.2611,0.25099,-0.0783,0.2338,1.0
naca23012,651335.3837083519,21.0,0.9114,0.2694,0.25933,-0.087,0.2159,1.0
naca23012,651335.3837083519,22.0,0.9404,0.28,0.27006,-0.0955,0.198,1.0
naca23012,651335.3837083519,23.0,0.972,0.29205,0.28224,-0.104,0.1822,1.0
naca23012,651335.3837083519,24.0,1.0039,0.30438,0.29469,-0.1127,0.1687,1.0
naca23012,651335.3837083519,25.0,1.0358,0.31705,0.3075,-0.1216,0.1563,1.0
naca23012,651335.3837083519,26.0,1.0687,0.33135,0.32194,-0.1302,0.1443,1.0
naca23012,651335.3837083519,27.0,1.1017,0.34673,0.33752,-0.1388,0.1325,1.0
naca23012,651335.3837083519,28.0,1.1257,0.35024,0.3411,-0.1506,0.1229,1.0
naca23012,651335.3837083519,29.0,1.1533,0.3606,0.35159,-0.1612,0.1157,1.0
naca23012,651335.3837083519,30.0,1.1831,0.37595,0.36709,-0.1701,0.107,1.0
naca23012,666584.0582818574,-24.0,-0.8889,0.30117,0.29102,0.0931,1.0,0.1049
naca23012,666584.0582818574,-23.0,-0.8532,0.28812,0.2779,0.0855,1.0,0.1152
naca23012,666584.0582818574,-22.0,-0.8209,0.27747,0.26728,0.0768,1.0,0.1222
naca23012,666584.0582818574,-21.0,-0.7948,0.27311,0.26293,0.0673,1.0,0.1345
naca23012,666584.0582818574,-20.0,-0.7537,0.25541,0.24523,0.0614,1.0,0.1487
naca23012,666584.0582818574,-19.0,-0.7181,0.24246,0.2323,0.0546,1.0,0.1626
naca23012,666584.0582818574,-18.0,-0.6871,0.23181,0.22172,0.0477,1.0,0.181
naca23012,666584.0582818574,-16.0,-0.6227,0.20755,0.19762,0.0366,1.0,0.2284
naca23012,666584.0582818574,-15.0,-0.5914,0.19515,0.1853,0.0324,1.0,0.2601
naca23012,666584.0582818574,-6.0,-0.5521,0.05498,0.0457,-0.0151,1.0,0.2235
naca23012,666584.0582818574,-5.0,-0.4966,0.04218,0.03121,-0.0112,1.0,0.2118
naca23012,666584.0582818574,-4.0,-0.396,0.03365,0.02136,-0.0081,1.0,0.2287
naca23012,666584.0582818574,-1.0,-0.028,0.0254,0.01395,-0.0058,1.0,1.0
naca23012,666584.0582818574,0.0,-0.03,0.02677,0.01486,0.0056,1.0,1.0
naca23012,666584.0582818574,1.0,-0.0067,0.03014,0.01784,0.0094,1.0,1.0
naca23012,666584.0582818574,2.0,0.3589,0.03555,0.02325,-0.0398,0.7992,1.0
naca23012,666584.0582818574,3.0,0.5077,0.03751,0.02507,-0.0405,0.6752,1.0
naca23012,666584.0582818574,4.0,0.5679,0.04379,0.03126,-0.0346,0.6001,1.0
naca23012,666584.0582818574,5.0,0.6004,0.05358,0.04108,-0.0308,0.5536,1.0
naca23012,666584.0582818574,6.0,0.5762,0.06857,0.05598,-0.0299,0.5345,1.0
naca23012,666584.0582818574,10.0,0.5478,0.1263,0.11397,-0.0444,0.6584,1.0
naca23012,666584.0582818574,11.0,0.5855,0.13802,0.12592,-0.0445,0.5958,1.0
naca23012,666584.0582818574,12.0,0.6265,0.15166,0.13981,-0.0459,0.5413,1.0
naca23012,666584.0582818574,13.0,0.6554,0.16348,0.15185,-0.047,0.4891,1.0
naca23012,666584.0582818574,14.0,0.6903,0.17689,0.16553,-0.0493,0.4407,1.0
naca23012,666584.0582818574,15.0,0.7334,0.193,0.18194,-0.0523,0.3941,1.0
naca23012,666584.0582818574,16.0,0.7502,0.20214,0.19123,-0.0562,0.3544,1.0
naca23012,666584.0582818574,17.0,0.7842,0.21594,0.20526,-0.0608,0.3172,1.0
naca23012,666584.0582818574,18.0,0.815,0.22898,0.21849,-0.0663,0.2852,1.0
naca23012,666584.0582818574,19.0,0.8444,0.24158,0.23122,-0.0729,0.2591,1.0
naca23012,666584.0582818574,20.0,0.8883,0.2611,0.25099,-0.0783,0.2338,1.0
naca23012,666584.0582818574,21.0,0.9114,0.2694,0.25933,-0.087,0.2159,1.0
naca23012,666584.0582818574,22.0,0.9404,0.28,0.27006,-0.0955,0.198,1.0
naca23012,666584.0582818574,23.0,0.972,0.29205,0.28224,-0.104,0.1822,1.0
naca23012,666584.0582818574,24.0,1.0039,0.30438,0.29469,-0.1127,0.1687,1.0
